143	Hal yang membatalkan shalat karena najis
144	Larangan buang air di jalan atau air diam
145	Kewajiban memberitahu orang lain tentang najis
146	Doa masuk dan keluar wc
147	Batas aurat sholat pria wanita
148	Hukum sholat tanpa penutup aurat
149	Doa setelah selesai istinja
150	Syarat pakaian untuk sholat
151	Waktu sholat lima waktu
152	Kapan waktu dzuhur dan ashar berakhir
153	Awal waktu sholat subuh dan isya
154	Bagaimana cara mengetahui waktu sholat
155	Apa itu salat wustha
156	Hukum menunda sholat demi jamaah
157	Bolehkah menunda sholat untuk menyelamatkan orang
158	Waktu makruh sholat sunnah
159	Hukum tidur setelah masuk waktu sholat
160	Berapa rakaat agar sholat dihitung tunai
161	Syarat shalat sunnah di kendaraan tanpa menghadap kiblat
162	Syarat sah sholat mengetahui kewajiban shalat
163	Daftar rukun sholat yang wajib
164	Gerakan banyak yang dilarang dalam sholat
165	Arah kiblat sholat di kapal bagi penumpang
166	niat sholat fardhu
167	cara niat sholat sunnah rawatib
168	hukum niat sholat dhuha
169	niat sholat idul fitri
170	apa saja yang wajib disebut dalam niat sholat
171	Kesalahan lafaz takbiratul ihram
172	Lafaz takbiratul ihram yang dibenarkan
173	Hukum niat bersama takbiratul ihram
174	Makna takbiratul ihram dalam sholat
175	Dalil hadis takbiratul ihram
176	Cara meletakkan tangan setelah takbir
177	Gerakan tangan saat ruku dan bangkit
178	Hukum sholat duduk karena sakit
179	Posisi pandangan sebelum takbiratul ihram
180	Bagaimana rukuk jika sholat duduk
181	Cara shalat orang sakit
182	Hukum shalat jika tidak bisa bergerak
183	Basmalah bagian dari Al Fatihah
184	Keutamaan memanjangkan sujud
185	Isyarat rukuk sujud karena tidak mampu
186	Hukum kesalahan bacaan Al-Fatihah dalam shalat
187	Shalat batal karena salah pengucapan Al-Fatihah
188	Mengubah huruf di Al-Fatihah saat shalat
189	Jeda dalam membaca Al-Fatihah ketika shalat
190	Hukum baca Al-Fatihah bagi yang tidak mampu belajar
191	Hukum keraguan baca Al-Fatihah
192	Kewajiban mengulang Al-Fatihah
193	Solusi tidak hafal surat Al-Fatihah
194	Pentingnya tertib dan muwalat Al-Fatihah
195	Dampak diam terlalu lama saat baca Al-Fatihah
196	Doa iftitah sholat wajib
197	Lafadz doa iftitah pendek
198	Kumpulan doa iftitah
199	Hukum membaca doa iftitah
200	Waktu membaca doa iftitah makmum
201	Kapan mengucapkan amin dalam sholat?
202	Hukum bacaan amin setelah Al-Fatihah
203	Cara mengamini imam saat sholat
204	Keutamaan ucapan amin dalam sholat
205	Makna kata amin
206	Surah apa yang dibaca setelah Al-Fatihah dalam sholat
207	Surah sunnah sholat Jumat dan Subuh Jumat
208	Hukum membaca surah di rakaat 3 dan 4 sholat
209	Urutan membaca surah saat sholat
210	Surah pilihan untuk sholat Maghrib dan Fajar
211	Hukum jahr dalam shalat
212	Bacaan takbir intiqal shalat
213	Salah membaca surat saat shalat
214	Surah makmum Subuh Jumat jika imam baca Hal Ata
215	Hukum mengganggu orang shalat dengan bacaan keras
216	Cara rukuk shalat yang benar
217	Bacaan saat rukuk shalat
218	Posisi punggung saat rukuk
219	Doa bangun dari rukuk
220	Gerakan i'tidal shalat
221	Doa qunut subuh
222	Qunut nazilah
223	Posisi tangan saat qunut
224	Bacaan iktidal sholat
225	Qunut witir ramadhan
226	Doa Qunut Subuh lengkap
227	Bacaan Qunut Nazilah
228	Hukum mengaminkan doa qunut
229	Lafaz doa qunut tidak harus khusus
230	Imam membaca qunut dengan suara keras
231	Syarat sah sujud shalat
232	Ketentuan meletakkan dahi saat sujud
233	Urutan gerakan anggota badan saat sujud
234	Sujud di atas benda bergerak
235	Posisi kepala dan pinggul saat sujud
236	Doa sujud dalam sholat
237	Tata cara duduk di antara dua sujud
238	Bacaan duduk antara dua sujud
239	Posisi iftirasy dalam sholat
240	Keutamaan memperlama sujud
241	bacaan shalawat ibrahimiyah dalam sholat
242	rukun tasyahud akhir dan shalawat nabi
243	hukum mengganti lafaz tasyahud akhir
244	syarat tumakninah dalam gerakan sholat
245	aturan pengucapan tasyahud akhir
246	Doa setelah tasyahud akhir
247	Gerakan jari telunjuk saat tasyahud
248	Tata cara duduk tawarruk shalat
249	Hukum berdoa di tasyahud awal
250	Bacaan doa setelah salam shalat
251	Hukum taslim pertama shalat
252	Cara salam penutup shalat
253	Niat memberi salam dalam shalat
254	Menoleh saat salam shalat
255	Posisi jari saat tahiyat akhir
256	Hukum lupa rukun shalat
257	Ragu jumlah rakaat shalat
258	Cara shalat khusyuk
259	Adab memulai shalat
260	Urutan gerakan shalat salah
261	cara sholat khusyuk
262	posisi mata saat sholat
263	hukum memejamkan mata ketika sholat
264	zikir doa setelah sholat sendiri
265	manfaat memanjangkan rukuk dan sujud
266	Hukum dzikir keras di masjid mengganggu
267	Mengangkat tangan dan mengusap muka setelah doa
268	Anjuran berpindah tempat setelah shalat
269	Aturan sutrah untuk shalat
270	Wajibkah memahami arti dzikir
271	sutrah shalat garis
272	mendorong orang lewat shalat
273	hukum menoleh saat shalat
274	pandangan ke langit shalat
275	jenis sutrah shalat
276	Hukum meludah saat sholat
277	Sholat sambil menahan buang air kecil
278	Larangan buang kotoran di masjid
279	Membersihkan najis di masjid
280	Batalkah sholat karena menahan kentut?
281	tempat shalat yang dilarang
282	hukum shalat di kuburan
283	niat sujud sahwi
284	shalat batal jika salah sujud sahwi
285	shalat di tanah rampasan
286	hukum qunut subuh dan witir
287	ketentuan salawat setelah tasyahud akhir dan qunut
288	sujud sahwi karena lupa qunut
289	kembali ke tasyahud awal setelah berdiri
290	hukum lupa sunah ab'adh
291	Hukum makmum bangun sebelum imam salam
292	Makmum mengangkat kepala dari sujud sebelum imam
293	Shalat batal jika sengaja tapi sah jika lupa
294	Memindahkan bacaan shalat tidak pada tempatnya
295	Makmum meneruskan shalat sendiri karena salah sangka
296	Hukum shalat ragu jumlah rakaat
297	Sujud sahwi makmum karena kesalahan imam
298	Kapan makmum tidak perlu sujud sahwi
299	Posisi sujud sahwi makmum
300	Apa yang harus dilakukan jika ragu rakaat shalat
301	hukum sujud tilawah
302	ragu setelah salam sholat
303	batasan jeda panjang dalam sholat
304	kaidah umum keraguan dalam sholat
305	makmum wajib ikuti imam yang kembali untuk sujud sahwi
306	rukun sujud tilawah
307	bacaan sujud tilawah
308	apa saja pembatal shalat
309	hukum tiga langkah dalam shalat
310	sujud tanpa sebab setelah shalat
311	Hukum berbicara sengaja dalam shalat
312	Gerakan lidah membatalkan shalat
313	Batas gerakan tangan saat menggaruk dalam shalat
314	Definisi satu langkah dalam shalat
315	Apakah melompat membatalkan shalat
316	Hukum dua huruf dalam shalat
317	Cara menjawab salam saat shalat
318	Hukum doa bersyarat dalam shalat
319	Hukum berdehem saat baca surah sunnah
320	Hukum shalat orang batuk terus menerus
321	Hukum menelan dahak atau ludah najis saat sholat?
322	Apa yang membatalkan sholat jika makan atau minum dengan lupa?
323	Apakah menambah gerakan rukuk atau sujud membatalkan sholat?
324	Sholat batal jika lupa bahwa sedang sholat?
325	Berapa batas maksimal berbicara dalam sholat agar tidak batal?
326	pengertian adzan dan iqamah
327	apa saja pembatal shalat
328	hukum mengubah niat shalat fardhu jadi sunnah
329	kesalahan dalam shalat yang dimaafkan
330	rukun shalat dan yang membatalkannya
331	Sejarah azan
332	Mimpi Abdullah bin Zayd tentang azan
333	Kenapa Bilal dipilih jadi muadzin
334	Azan untuk selain sholat
335	Azan Jumat dua kali
336	Waktu pelaksanaan azan subuh
337	Apa itu taswib dalam azan
338	Hukum azan dan iqamah bagi wanita
339	Syarat tertib dan wala dalam azan
340	Rukun dan sunah azan iqamah
341	Gerakan memalingkan wajah saat azan
342	Hukum menjawab azan
343	Keutamaan azan dibanding imam
344	Tajwid bacaan azan
345	Larangan menjawab azan
346	Doa setelah azan dan iqamah
347	Apa itu wasilah dan maqam mahmud
348	Sholawat sebelum iqamah
349	Bacaan ayat kursi antara azan iqamah
350	Doa setelah azan maghrib
351	Jenis shalat sunnah
352	Keutamaan shalat sunnah
353	Shalat sunnah rawatib
354	Surah untuk shalat sunnah fajar
355	Tujuan shalat nafilah
356	Jumlah rakaat sholat witir
357	Cara sholat witir bersambung atau terpisah
358	Sholat sunnah rawatib muakkad
359	Hukum menunda sholat sunnah qabliyah
360	Keutamaan sholat witir dibanding rawatib
361	Bacaan surah salat witir
362	Waktu pelaksanaan salat witir
363	Doa khusus setelah salat witir
364	Hukum mengakhirkan witir
365	Salat witir Abu Bakar dan Umar
366	Tata cara shalat dhuha
367	Waktu utama shalat dhuha
368	Berapa rakaat shalat dhuha
369	Shalat sunnah ketika masuk masjid
370	Surat yang dibaca saat dhuha
371	cara sholat tasbih
372	sholat awwabin berapa rakaat
373	hukum duduk tahiyatul masjid
374	kapan sholat istikharah makruh
375	keutamaan sholat tasbih
376	Tata cara shalat Idul Fitri
377	Panduan shalat gerhana matahari
378	Doa shalat istisqa
379	Jumlah takbir shalat Idul Adha
380	Amalan shalat gerhana
381	Berapa rakaat shalat Tarawih?
382	Waktu terbaik shalat Tahajjud?
383	Bolehkah mengqadha shalat sunnah yang terlewat?
384	Berapa minimal rakaat shalat sunnah mutlak?
385	Hukum mengulang surat Al-Ikhlas dalam Tarawih?
386	Cara sholat tahajjud
387	Urutan sholat sunnah terbaik
388	Hukum sholat nisfu sya'ban
389	Keutamaan sholat berjamaah
390	Sholat berjamaah untuk wanita
391	Hukum mengulang sholat fardhu
392	Kapan sholat jamaah kecil lebih utama
393	Imam sholat jamaah ahli bid'ah
394	Niat mengulang sholat wajib
395	Prioritas keutamaan sholat
396	shalat sendiri khusyuk lebih utama dari jamaah
397	hukum membatalkan jamaah di tengah shalat
398	bergabung shalat jamaah yang sudah berjalan
399	batas minimal mendapatkan pahala jamaah
400	menunggu jamaah baru setelah imam selesai
401	Keutamaan takbiratul ihram bersama imam
402	Hukum imam menunggu makmum
403	Sholat saat terjadi kebakaran
404	Sholat sunnah setelah iqamah
405	Cara masbuk mengejar rakaat rukuk
406	Syarat rukuk makmum masbuk
407	Imam anak kecil shalat jamaah
408	Takbir intiqal shalat masbuk
409	Hukum tawarruk makmum masbuk
410	Niat shalat makmum masbuk
411	Niat makmum saat takbiratul ihram
412	Posisi makmum laki-laki di belakang imam
413	Batal sholat jika mendahului imam
414	Niat sholat imam Jumat
415	Syarat sah sholat berjamaah makmum
416	Susunan shaf shalat berjamaah
417	Urutan shaf pria anak wanita
418	Keutamaan shaf pertama
419	Hukum shalat sendirian belakang shaf
420	Syarat sah jamaah beda bangunan
421	Syarat sah shalat jamaah terhalang jendela
422	Hukum makmum di lantai atas saat imam di bawah
423	Kapan shalat makmum batal karena beda gerakan
424	Bolehkah makmum tidak ikut sujud tilawah imam
425	Syarat shalat jamaah jika ada penghalang fisik
426	Batas waktu makmum selesaikan Al-Fatihah
427	Makmum tertinggal rukun dari imam
428	Alasan makmum boleh terlambat shalat
429	Melakukan qunut saat imam sudah sujud
430	Hukum makmum lambat karena waswasah
431	Hukum makmum masbuk tidak selesai Fatihah
432	Makmum masbuk ragu baca Fatihah
433	Tata cara shalat makmum yang terlambat bergabung
434	Kapan makmum masbuk harus ikut rukuk imam
435	Apa yang dilakukan makmum masbuk jika Fatihah tidak sempurna
436	Hukum mendahului imam dalam shalat
437	Membatalkan shalat jika mendahului imam
438	Makmum rukuk duluan dari imam
439	Gerakan makmum bersamaan imam
440	Batalkah shalat jika makmum mendahului imam
441	Hukum makmum mendahului imam
442	Apa yang harus dilakukan makmum jika imam menambah rakaat
443	Bolehkah makmum mengikuti sholat makmum lain
444	Kapan waktu terbaik makmum membaca surat Al-Fatihah
445	Hukum makmum sholat di belakang imam yang berbeda mazhab
446	Hukum makmum shalat di belakang imam cadel atau gagap
447	Apakah shalat batal jika imam salah baca Al Fatihah mengubah arti
448	Hukum shalat makmum jika imam ternyata tidak memenuhi syarat sah
449	Hukum imam yang bisa belajar mengaji tapi tidak mau
450	Hukum shalat di belakang imam salah baca selain Al Fatihah
451	Alasan tidak shalat berjamaah karena menahan buang air
452	Hukum tidak ikut jamaah karena menjaga orang sakit
453	Bolehkah shalat di belakang imam waswas
454	Batas antara imam dan makmum saat shalat
455	Uzur shalat berjamaah karena gelap atau dingin sekali
456	alasan tidak sholat jumat berjamaah
457	hukum sedekah tidak sholat jumat
458	siapa yang wajib sholat jumat
459	sejarah sholat jumat pertama kali
460	kenapa sholat jumat dinamakan jumat
461	Hukum shalat Jumat jika salah satu jamaah batal wudu sebelum salam
462	Hukum shalat Jumat dengan makmum ummi yang tidak mau belajar
463	Keabsahan shalat Jumat bila jumlah jamaah berkurang di tengah shalat
464	Cara shalat Jumat bagi masbuq yang dapat rukuk rakaat kedua
465	Niat shalat Jumat bagi yang datang setelah rukuk rakaat kedua
466	Izin penguasa untuk shalat Jumat
467	Shalat Jumat desa kurang 40 orang
468	Hukum shalat Jumat di tempat lapang
469	Hukum shalat Jumat bagi warga relokasi
470	Syarat kota besar shalat Jumat
471	rukun khutbah jumat
472	bacaan pujian di khutbah jumat
473	bolehkah ada banyak sholat jumat
474	hukum sholat dzuhur jika terlewat jumat
475	syarat membaca ayat Al-Quran saat khutbah
476	Rukun khutbah Jumat
477	Syarat sah khutbah Jumat
478	Hukum berdoa untuk pemimpin dalam khutbah
479	Berapa orang yang wajib mendengar khutbah Jumat
480	Urutan rukun khutbah Jumat
481	Tata cara khutbah Jumat
482	Amalan sunnah sebelum sholat Jumat
483	Hukum mandi Jumat
484	Daftar mandi sunnah
485	Syarat sah khutbah Jumat
486	Pakaian sunnah sholat Jumat
487	Urutan pahala datang awal sholat Jumat
488	Hukum pria memakai sutra
489	Jalan kaki panjang saat berangkat Jumat
490	Barang sutra yang boleh dipakai laki-laki
491	Adab memakai sorban dalam Islam
492	Urutan potong kuku sesuai sunnah
493	Hukum memakai sandal sebelah
494	Sunnah memakai parfum saat sholat Jumat
495	Hukum memotong kumis dalam Islam
496	Hukum bicara waktu khutbah Jumat
497	Adab mendengarkan khutbah Jumat
498	Waktu terbaik baca Surat Al Kahfi di hari Jumat
499	Apa saja larangan saat khutbah Jumat
500	Hukum shalat sunah saat khatib di mimbar
501	Amalan sunnah hari Jumat
502	Waktu doa mustajab Jumat
503	Surat yang dibaca setelah sholat Jumat
504	Dzikir sebelum tidur
505	Larangan saat khutbah Jumat
506	Hukum qashar jamak sholat musafir
507	Larangan melangkahi jamaah di masjid
508	Bolehkah bepergian sebelum sholat Jumat
509	Adab menempati saf sholat
510	Jarak minimal untuk sholat qashar
511	Jamak shalat karena sakit
512	Berapa lama boleh qasar shalat
513	Niat qasar shalat saat takbiratul ihram
514	Jarak minimal safar qasar shalat
515	Hukum shalat jenazah
516	Cara memandikan jenazah
517	Hukum shalat jenazah
518	Syarat mengkafani mayat
519	Siapa yang boleh memandikan jenazah
520	Aturan tayammum untuk jenazah
521	Hukum menulis Al-Quran di kain kafan
522	Berapa lapis kain kafan jenazah
523	Posisi jenazah di liang lahat
524	Kedalaman minimal kuburan jenazah
525	Biaya pengurusan jenazah ditanggung siapa
526	Hukum injak kuburan
527	Meletakkan pelepah hijau di kuburan
528	Cara menabur tanah di makam
529	Tinggi kuburan yang disunahkan
530	Hukum membangun di atas kuburan
531	Kapan makam boleh dibongkar?
532	Hukum menguburkan wanita hamil dengan janin
533	Cara mengurus jenazah bayi keguguran
534	Apa saja rukun shalat jenazah?
535	Bolehkah menggali kubur untuk harta?
536	Doa sholat jenazah untuk anak
537	Bacaan setelah takbir ketiga sholat jenazah
538	Ketentuan sholat jenazah
539	Tata cara sholat jenazah
540	Kapan membaca shalawat dalam sholat jenazah
541	Urutan imam sholat jenazah
542	Hukum sholat jenazah gaib
543	Jumlah shaf sholat jenazah
544	Menunda sholat jenazah
545	Mengulang sholat jenazah
546	hukum memandikan jenazah syuhada
547	larangan menghilangkan darah syahid
548	hukum shalat jenazah kafir
549	anak kecil mengimami shalat jenazah
550	alasan syahid tidak dimandikan
551	Pakaian kafan syahid
552	Talqin orang sakaratul maut
553	Cara talqin non muslim
554	Hukum talqin di kuburan
555	Status syahid terbunuh agen musuh
556	bacaan talqin kubur
557	adab ziarah kubur
558	amalan agar terhindar siksa kubur
559	hukum membaca quran di makam
560	keutamaan wafat hari jumat
561	Pengertian zakat dalam Islam
562	Sejarah penetapan zakat harta
563	Nisab emas perak zakat
564	Hukum mengingkari kewajiban zakat
565	Daftar harta wajib zakat
566	zakat perhiasan pribadi
567	zakat barang dagangan untuk dipakai sendiri
568	hukum menjual harta agar tidak zakat
569	zakat keuntungan dagang terpisah
570	zakat warisan barang dagangan
571	Hukum perhiasan emas dan perak bagi pria
572	Bolehkah menghias pedang dengan perak
573	Hukum memakai mahkota emas bagi wanita
574	Syarat wajib zakat hasil pertanian
575	Berapa zakat beras yang diairi hujan
576	Zakat hasil pertanian
577	Hukum zakat wakaf
578	Menggabungkan jenis tanaman untuk nisab zakat
579	Siapa wajib zakat tanaman sewaan
580	Biaya panen dan penggilingan zakat
581	Kapan zakat fitrah diwajibkan?
582	Nishab zakat unta, sapi, domba
583	Arti haqqah, jadha'ah, tabi' dalam zakat
584	Zakat hewan ternak hamil atau gemuk
585	Pengertian waqas dalam zakat
586	Hukum zakat fitrah
587	Kapan waktu bayar zakat fitrah
588	Siapa wajib membayar zakat fitrah
589	Zakat fitrah untuk anak kecil
590	Ketentuan zakat fitrah istri
591	Ukuran zakat fitrah
592	Hukum zakat fitrah pakai uang
593	Makanan tidak sah untuk zakat fitrah
594	Batas waktu bayar zakat fitrah
595	Tempat penyaluran zakat fitrah
596	Zakat utang belum tertagih
597	Zakat harta dicuri atau hilang
598	Zakat mahar yang belum diterima
599	Zakat sebagai hak kepemilikan bersama
600	Prioritas zakat dengan kaffarah atau nazar
601	Niat saat membayar zakat
602	Syarat niat zakat harta
603	Waktu pelaksanaan niat zakat
604	Contoh lafaz niat zakat
605	Hukum niat zakat untuk harta yang diragukan
606	Wakil membayar zakat
607	Niat dalam zakat wakalah
608	Hukum mendahulukan zakat
609	Zakat harta syirkah
610	Delapan golongan penerima zakat
611	Zakat untuk pembangunan masjid
612	Hukum zakat bagi orang miskin yang punya perhiasan
613	Definisi fakir dan miskin dalam zakat
614	Siapa saja penerima zakat kategori muallaf
615	Zakat untuk modal usaha atau keahlian
616	syarat penerima zakat fi sabilillah
617	apakah musafir untuk rekreasi bisa dapat zakat
618	hukum zakat untuk melunasi hutang dengan syarat
619	apakah zakat boleh untuk pembangunan masjid
620	minimal berapa orang penerima zakat dari setiap asnaf
621	aturan memindahkan zakat beda kota
622	zakat hanya untuk satu golongan
623	zakat untuk keturunan nabi
624	hukum mengganti zakat dengan uang
625	definisi orang kaya dalam pembagian zakat
626	1. Hukum harta rampasan perang dan harta fai'.
627	2. Apakah istri boleh memberi zakat kepada suaminya?
628	3. Siapa saja penerima zakat dari harta fai'?
629	4. Zakat untuk orang dewasa yang malas shalat.
630	5. Aturan salab dalam pembagian ghanimah.
631	Prioritas pemberian sedekah
632	Waktu terbaik bersedekah
633	Hukum sedekah diam-diam
634	Pembagian harta rampasan perang
635	Perbedaan sedekah dan wakaf
636	hukum mengungkit sedekah
637	kapan sedekah dilarang
638	menerima harta campuran halal haram
639	tanda-tanda masuk ramadhan selain hilal
640	cara menetapkan awal ramadhan oleh hakim
641	Pengaruh perbedaan waktu terlihatnya hilal
642	Siapa saja yang tidak wajib puasa Ramadan
643	Syarat dan ketentuan niat puasa Ramadan
644	Hukum berpuasa jika hilal tidak terlihat setelah 30 hari
645	Pendapat ulama tentang niat puasa yang terlupa
646	Niat puasa Ramadan harus malam hari?
647	Haruskah menyebut jenis puasa dalam niat?
648	Beda niat puasa sunnah dan fardhu
649	Lafal niat puasa Ramadan paling singkat
650	Jika niat puasa batal sebelum subuh
651	Lafaz niat puasa Ramadhan
652	Hukum muntah disengaja saat puasa
653	Menelan dahak saat puasa apakah batal
654	Apakah ciuman membatalkan puasa
655	Hukum onani ketika puasa
656	Ambeien saat puasa
657	Jari masuk kemaluan saat istinja
658	Hukum menelan darah gusi ketika puasa
659	Apa yang membatalkan puasa orang lupa?
660	Batasan lubang telinga atau kemaluan yang membatalkan puasa
661	Hukum puasa jika air masuk saat mandi wajib
662	Menelan ludah bercampur pewarna, apakah batal puasa?
663	Sisa makanan di sela gigi, apakah membatalkan puasa?
664	Hukum jika air masuk saat berkumur berlebihan ketika puasa
665	Waktu buka puasa menurut syariat
666	Bolehkah sahur saat ragu waktu subuh?
667	Kapan boleh tidak berpuasa wajib?
668	Hukum berhubungan intim saat fajar terbit?
669	Puasa batal jika makan salah waktu?
670	Niat puasa ramadhan wajib setiap malam?
671	Macam kafarat membatalkan puasa
672	Fidyah puasa Ramadan bagi lansia
673	Hukum fidyah ibu menyusui
674	Denda menunda qadha puasa
675	Kafarat puasa orang meninggal belum qadha
676	Sunnah sahur dan berbuka
677	Hukum puasa atau shalat untuk orang meninggal
678	Apa yang disunnahkan saat sahur
679	Sunnah berbuka puasa dengan apa
680	Mandi wajib sebelum subuh saat puasa
681	Iktikaf 10 terakhir Ramadhan
682	Anjuran membaca Al-Quran saat puasa
683	Perbuatan mengurangi pahala puasa
684	Menjaga lisan saat berpuasa
685	Keutamaan memberi buka puasa
686	Amalan Lailatul Qadar
687	Keutamaan malam Lailatul Qadar
688	Hukum dan syarat I'tikaf
689	Kapan Lailatul Qadar terjadi?
690	Bolehkah keluar saat I'tikaf?
691	Apa saja yang membatalkan itikaf?
692	Hukum keluar dari itikaf untuk menjenguk orang sakit
693	Fadhilah puasa ayyamul bidh
694	Hadis palsu tentang puasa Asyura
695	Kapan waktu puasa Senin Kamis?
696	Urutan bulan terbaik untuk puasa sunnah
697	Hukum membatalkan puasa sunnah
698	Puasa istri tanpa izin suami
699	Kapan ibadah haji diwajibkan
700	Hari yang diharamkan untuk berpuasa
701	Syarat mahram bagi wanita haji
702	Hukum haji umrah wajib
703	Penghapusan dosa ibadah haji
704	Kondisi keamanan perjalanan haji
705	Haji berapa kali wajib
706	Hukum menunda ibadah haji
707	Syarat haji badal
708	Berapa rukun haji dan penjelasannya
709	Waktu pelaksanaan wukuf di Arafah
710	Asal usul nama Arafah
711	Cara melakukan sai
712	Aturan memotong rambut haji
713	Urutan pelaksanaan ibadah haji
714	Jenis ibadah haji
715	Waktu tahallul haji
716	Tata cara tawaf yang benar
717	Posisi Ka'bah saat melakukan tawaf
718	Hukum ramal dan idhtiba' dalam tawaf
